iter	Logloss
0	0.4597186739
1	0.3135822216
2	0.2011473668
3	0.1322458299
4	0.08794283698
5	0.06023917553
6	0.04127184841
7	0.02852025429
8	0.02012790329
9	0.01446744457
10	0.01020224556
11	0.007757940979
12	0.00561382878
13	0.004426366954
14	0.003552918359
15	0.002769882101
16	0.002272659527
17	0.001890736619
18	0.001578868507
19	0.001345534434
20	0.001157315786
21	0.0009896673706
22	0.0008594842267
23	0.0007503051352
24	0.0006620217552
25	0.0005891293371
26	0.0005264591524
27	0.0004740591793
28	0.0004290929968
29	0.000391107008
30	0.0003587450665
31	0.0003299494874
32	0.0003054833556
33	0.0002836011031
34	0.0002642912794
35	0.0002469326301
36	0.0002320304134
37	0.0002185314947
38	0.000206305425
39	0.000206305425
40	0.000206305425
41	0.000206305425
42	0.000206305425
43	0.000206305425
44	0.000206305425
45	0.000206305425
46	0.000206305425
47	0.0002063016205
48	0.0001951313258
49	0.0001951313258
50	0.0001951313258
51	0.0001951313258
52	0.0001951313258
53	0.0001951313258
54	0.0001951313258
55	0.0001951313258
56	0.0001951267348
57	0.0001951267348
58	0.0001951267348
59	0.0001951267348
60	0.0001951267348
61	0.0001951267348
62	0.0001951267348
63	0.0001951267348
64	0.0001951267348
65	0.0001951267348
66	0.0001951267348
67	0.0001951267348
68	0.0001951267348
69	0.0001951267348
70	0.0001951267348
71	0.0001951267348
72	0.0001951267348
73	0.0001951267348
74	0.0001951267348
75	0.0001951267348
76	0.0001951243731
77	0.0001951220911
78	0.0001951186886
79	0.0001951168575
80	0.0001951168575
81	0.00019511297
82	0.000195111353
83	0.000195111353
84	0.000195111353
85	0.000195111353
86	0.0001951064125
87	0.000195106588
88	0.000195106588
89	0.000195106588
90	0.000195106588
91	0.000195106588
92	0.000195106588
93	0.000195106588
94	0.000195106588
95	0.0001951009015
96	0.000195096977
97	0.0001950955363
98	0.0001950955363
99	0.0001950955363
100	0.0001950931214
101	0.0001950931214
102	0.0001950931214
103	0.0001950931214
104	0.0001950931214
105	0.0001950931214
106	0.000195090211
107	0.000195090211
108	0.000195090211
109	0.0001950854869
110	0.0001950854869
111	0.0001950854869
112	0.0001950854869
113	0.0001950854869
114	0.0001950854869
115	0.0001950854869
116	0.0001950854869
117	0.0001950827599
118	0.0001950827599
119	0.0001950827599
120	0.0001950827599
121	0.0001950827599
122	0.0001950827599
123	0.000195080138
124	0.000195080138
125	0.0001950777639
126	0.0001950777639
127	0.0001950777639
128	0.0001950777639
129	0.0001950777639
130	0.0001950777639
131	0.0001950777639
132	0.0001950777639
133	0.0001950777639
134	0.0001950735775
135	0.0001950744367
136	0.0001950744367
137	0.0001950744367
138	0.0001950744367
139	0.0001950635748
140	0.0001950635748
141	0.0001950635748
142	0.0001950635748
143	0.0001950635748
144	0.0001950607706
145	0.0001950607706
146	0.0001950620339
147	0.0001950620339
148	0.0001950620339
149	0.0001950620339
150	0.0001950620339
151	0.0001950620339
152	0.0001950620339
153	0.0001950620339
154	0.0001950620339
155	0.0001950620339
156	0.0001950620339
157	0.0001950620339
158	0.0001950620339
159	0.0001950620339
160	0.0001950570286
161	0.0001950497964
162	0.0001950497964
163	0.0001950497964
164	0.0001950497964
165	0.0001950468433
166	0.0001950468433
167	0.0001950468433
168	0.0001950468433
169	0.0001950468433
170	0.0001950468433
171	0.0001950392345
172	0.0001950392345
173	0.0001950407444
174	0.0001950407444
175	0.0001950364335
176	0.0001950364335
177	0.0001950316309
178	0.0001950316309
179	0.0001950316309
180	0.0001950316309
181	0.0001950316309
182	0.0001950316309
183	0.0001950316309
184	0.0001950316309
185	0.0001950316309
186	0.0001950316309
187	0.0001950316309
188	0.0001950294226
189	0.0001950294226
190	0.0001950294226
191	0.0001950294226
192	0.0001950279171
193	0.0001950279171
194	0.0001950279171
195	0.0001950279171
196	0.0001950279171
197	0.0001950279171
198	0.0001950279171
199	0.0001950279171
200	0.0001950225351
201	0.0001950225351
202	0.0001950225351
203	0.0001950225351
204	0.0001950233409
205	0.0001950233409
206	0.0001950233409
207	0.0001950233409
208	0.0001950233409
209	0.0001950233409
210	0.0001950233409
211	0.0001950233409
212	0.0001950233409
213	0.0001950233409
214	0.0001950233409
215	0.0001950233409
216	0.0001950233409
217	0.0001950233409
218	0.0001950233409
219	0.0001950233409
220	0.0001950233409
221	0.0001950233409
222	0.0001950233409
223	0.0001950233409
224	0.0001950233409
225	0.0001950233409
226	0.0001950233409
227	0.0001950233409
228	0.0001950233409
229	0.0001950233409
230	0.0001950233409
231	0.0001950233409
232	0.0001950233409
233	0.0001950233409
234	0.0001950233409
235	0.0001950233409
236	0.0001950233409
237	0.0001950233409
238	0.0001950233409
239	0.0001950233409
240	0.0001950233409
241	0.0001950233409
242	0.0001950233409
243	0.0001950233409
244	0.0001950233409
245	0.0001950233409
246	0.0001950233409
247	0.0001950233409
248	0.0001950233409
249	0.0001950233409
250	0.0001950233409
251	0.0001950233409
252	0.0001950233409
253	0.0001950233409
254	0.0001950233409
255	0.0001950233409
256	0.0001950233409
257	0.0001950233409
258	0.0001950233409
259	0.0001950233409
260	0.0001950233409
261	0.0001950233409
262	0.0001950233409
263	0.0001950233409
264	0.0001950233409
265	0.0001950233409
266	0.0001950233409
267	0.0001950233409
268	0.0001950233409
269	0.0001950233409
270	0.0001950233409
271	0.0001950233409
272	0.0001950233409
273	0.0001950233409
274	0.0001950233409
275	0.0001950233409
276	0.0001950233409
277	0.0001950233409
278	0.0001950233409
279	0.0001950233409
280	0.0001950233409
281	0.0001950233409
282	0.0001950233409
283	0.0001950233409
284	0.0001950233409
285	0.0001950233409
286	0.0001950233409
287	0.0001950233409
288	0.0001950233409
289	0.0001950233409
290	0.0001950233409
291	0.0001950233409
292	0.0001950233409
293	0.0001950233409
294	0.0001950233409
295	0.0001950233409
296	0.0001950233409
297	0.0001950233409
298	0.0001950233409
299	0.0001950233409
300	0.0001950233409
301	0.0001950233409
302	0.0001950233409
303	0.0001950233409
304	0.0001950233409
